name,year,fuel,seller_type,transmission,owner,km_driven,selling_price
191,15,0,0,0,3,70000,180000
822,3,1,0,0,0,37516,346000
823,5,1,0,0,0,20000,450000
519,7,0,0,0,0,5000,500000
202,7,1,0,0,0,8000,700000
229,7,0,0,0,0,25880,280000
824,7,0,0,1,0,10000,475000
161,11,1,0,0,0,50000,300000
433,3,0,0,0,0,40000,200999
808,11,1,0,0,3,100000,200000
427,11,0,0,0,1,80000,210000
825,1,1,0,0,0,110000,160000
826,11,1,0,0,1,136000,175000
827,1,1,0,0,0,80000,320000
39,11,0,0,0,1,50000,110000
1,15,0,0,0,0,30000,300000
19,1,0,0,0,0,10000,700000
828,11,1,0,0,2,90000,135000
829,5,1,0,0,0,110000,500000
830,1,1,0,0,1,120000,550000
831,3,1,0,0,3,90000,1050000
394,4,0,0,0,0,20000,500000
275,9,1,0,0,1,90000,180000
37,10,0,0,0,1,50000,170000
832,7,0,0,0,0,9000,484999
249,9,0,0,0,1,70000,150000
352,6,0,0,0,0,25000,380000
833,7,0,0,0,0,10000,480000
828,11,1,0,0,2,90000,135000
457,9,1,0,0,1,60000,290000
834,8,0,0,0,0,70000,350000
229,3,0,0,0,0,25000,110000
588,18,0,0,0,3,80000,70000
456,9,0,0,1,3,70000,300000
835,2,0,0,0,0,60000,180000
513,20,0,0,0,0,20000,300000
102,2,0,0,0,0,60000,509000
836,4,1,0,0,0,80000,650000
142,5,1,0,0,3,70000,450000
837,22,1,0,0,1,2020,170000
838,0,1,0,0,1,100000,210000
125,8,1,0,0,1,80000,360000
839,9,1,0,0,1,120000,495000
152,12,0,0,0,3,100000,105000
468,10,0,0,0,3,60000,270000
840,10,0,0,0,0,110000,130000
371,3,1,0,0,1,90000,700000
111,1,1,0,0,0,40000,400000
841,11,0,0,0,1,60000,250000
4,8,1,0,0,1,94000,325000
39,15,0,0,0,0,100000,69000
187,6,1,0,0,0,25000,1380000
775,0,0,0,0,0,90000,90000
842,4,1,0,0,0,40000,1000000
540,10,2,0,0,1,90000,145000
843,20,0,0,0,2,1100,250000
334,9,1,0,0,3,70000,256000
48,14,1,0,0,0,120000,70000
844,21,0,0,0,2,88500,50000
91,4,0,0,0,1,70000,240000
845,10,0,0,0,0,128000,97000
139,1,1,0,0,0,120000,130000
57,11,0,0,0,0,52536,199000
846,12,0,0,1,0,70000,125000
272,5,1,0,0,0,60000,420000
847,4,1,0,0,0,110000,525000
37,15,0,0,0,0,85000,125000
848,10,1,0,0,0,135000,325000
849,1,1,0,0,2,86000,330000
479,10,0,0,0,0,50000,110000
850,7,0,0,0,0,1950,450000
57,14,0,0,0,0,118400,85000
851,0,0,0,0,1,70000,229999
405,1,0,0,0,1,60000,250000
305,5,1,0,0,0,68000,650000
95,2,1,2,0,0,46507,600000
852,2,0,2,0,0,6480,650000
127,2,1,2,0,0,32077,750000
853,6,0,2,0,0,19107,850000
169,2,0,2,0,0,18469,315000
854,5,0,2,0,0,28217,415000
855,4,1,2,0,0,72787,640000
856,2,0,2,0,0,31063,780000
404,2,1,2,1,0,79641,2595000
107,5,1,2,0,0,58692,850000
107,5,1,2,0,0,54784,900000
857,4,0,2,0,0,64156,1150000
858,0,0,0,0,0,54000,75000
859,1,1,0,0,0,97000,215000
860,11,0,0,1,1,120000,130000
824,7,0,0,1,0,16000,400000
861,7,0,0,1,0,60000,550000
141,4,0,1,0,0,52000,245000
142,10,1,0,0,2,110000,320000
862,4,1,0,1,1,60000,730000
863,14,0,0,0,3,100000,120000
864,2,0,0,0,0,35000,950000
35,2,0,0,0,3,48000,350000
865,14,0,0,0,1,20000,100000
35,2,0,0,0,0,30000,350000
659,14,0,0,0,1,40000,80000
866,8,0,0,0,0,60000,370000
319,1,0,0,0,1,70000,160000
867,11,1,0,0,0,120000,130000
868,4,0,0,0,0,30000,250000
827,1,1,0,0,1,80000,270000
82,7,1,0,1,0,9500,2600000
117,8,0,0,0,0,80000,160000
49,4,0,0,0,0,80000,229999
869,2,1,0,0,0,29000,750000
413,9,1,0,0,0,120000,195000
527,5,0,0,0,0,60000,320000
270,6,1,0,0,0,20000,1100000
870,4,0,0,0,0,22000,270000
871,1,0,0,0,0,50000,300000
165,1,1,0,0,0,50000,200000
746,0,0,0,0,0,81366,120000
163,12,0,0,0,0,110000,95000
271,8,0,0,0,0,100000,400000
294,12,1,0,0,0,300000,229999
672,4,1,0,0,0,20000,430000
872,1,1,0,0,0,90000,300000
834,8,0,0,0,0,70000,350000
143,8,1,0,0,0,120000,450000
91,4,0,0,0,1,53000,200000
229,2,0,0,0,0,30000,250000
230,1,0,0,0,1,90000,368000
230,1,0,0,0,1,90000,368000
548,3,1,0,0,0,244000,650000
46,25,1,0,0,3,120000,150000
873,1,3,0,0,0,60000,180000
247,2,0,0,0,0,15000,525000
320,14,1,0,0,1,150000,350000
874,6,1,0,0,1,30000,850000
875,9,1,0,0,3,312000,350000
858,0,0,0,0,0,54000,75000
57,14,0,0,0,0,67000,160000
876,2,1,0,0,0,40000,500000
37,15,0,0,0,0,100000,130000
199,5,1,0,0,1,100000,350000
133,14,0,0,0,0,80000,70000
25,3,1,0,0,1,145000,750000
4,8,1,0,0,0,53000,450000
493,5,1,0,0,3,73000,430000
877,9,1,0,0,3,90000,260000
334,8,1,0,0,3,80000,370000
878,9,2,0,0,0,100000,229999
704,9,1,0,0,3,90000,140000
25,8,1,0,0,0,200000,700000
879,20,0,0,0,0,7300,545000
3,2,0,0,0,0,30000,200000
301,5,1,0,0,0,120000,500000
39,15,0,0,0,1,90000,70000
880,8,1,0,0,3,25000,580000
277,1,2,0,0,1,70000,160000
519,6,0,0,0,0,6000,450000
39,10,0,0,0,0,36000,160000
214,4,1,0,0,0,49000,760000
881,5,0,0,0,0,22000,300000
882,17,3,0,0,1,35000,50000
551,7,1,0,0,0,24000,800000
95,6,1,0,0,0,20000,680000
883,11,3,0,0,1,50000,85000
884,4,1,0,0,0,70000,1300000
298,4,0,0,0,0,60000,500000
18,5,1,0,1,0,35000,3500000
885,15,0,0,0,0,60000,145000
711,8,1,0,0,0,60000,300000
886,2,1,0,0,1,60000,600000
529,5,0,0,0,1,70000,400000
887,0,0,0,0,1,135000,130000
337,23,0,0,0,1,72539,45000
888,2,0,0,0,0,25000,641000
95,5,1,0,0,0,50000,650000
889,20,1,1,0,4,101,784000
890,20,0,1,0,4,101,635000
891,20,1,1,0,4,101,1000000
892,5,1,1,0,0,52328,495000
37,8,0,0,0,0,30000,324000
600,4,1,1,1,0,91505,2100000
229,6,0,0,0,0,35000,200000
95,5,1,0,0,0,60000,320000
881,5,0,0,0,0,20500,300000
343,8,1,0,0,0,200000,180000
55,15,1,0,0,3,154000,500000
893,9,0,0,0,1,120000,305000
0,11,0,0,0,2,50000,125000
346,5,1,0,0,0,135000,800000
282,11,1,0,0,0,100000,420000
315,2,1,0,0,0,40000,875000
346,3,1,0,0,0,70000,580000
349,9,1,0,0,1,133000,350000
894,16,0,0,0,1,110000,120000
197,8,1,0,0,3,180000,150000
143,8,1,0,0,0,120000,650000
432,10,0,0,0,1,80000,225000
421,3,0,0,1,0,15000,400000
63,14,0,0,0,0,70000,250000
209,15,0,0,0,1,41723,120000
400,10,0,0,0,0,70000,250000
433,1,0,0,0,1,20000,175000
344,8,1,1,0,1,1000,450000
895,6,1,1,0,0,26350,590000
896,5,1,1,0,0,68745,225000
175,4,1,0,0,0,47000,900000
897,2,0,1,1,0,27289,375000
117,4,0,1,0,0,24662,320000
95,8,1,1,0,0,37000,525000
898,3,1,1,0,0,28245,650000
899,2,1,1,0,0,27005,575000
405,3,0,1,0,0,39227,355000
900,4,1,1,0,0,31367,470000
133,15,0,1,0,0,35008,221000
37,11,0,1,0,0,27005,195000
144,16,0,1,0,1,100005,90000
901,8,1,1,0,0,45264,580000
157,3,0,1,0,0,39093,325000
902,8,0,1,0,0,45241,495000
903,3,0,1,0,0,12000,290000
904,6,0,1,0,0,2769,375000
197,9,1,1,0,0,43128,211000
153,10,0,0,0,1,110000,270000
905,16,0,0,0,1,50000,70000
906,10,0,0,0,1,60000,225000
36,3,1,0,0,3,70000,420000
868,5,0,0,0,0,22255,280000
408,8,0,0,0,0,59213,400000
175,5,1,0,0,0,55000,850000
539,9,1,0,0,0,80000,550000
539,9,1,0,0,0,80000,550000
907,6,1,0,0,0,40000,1000000
908,3,1,0,0,0,170000,350000
311,9,1,0,0,1,170000,350000
851,0,0,0,0,3,70000,170000
909,20,0,1,0,4,1010,828999
910,20,0,1,0,4,1010,1119000
890,20,0,1,0,4,1111,746000
911,20,0,1,0,4,1010,1030000
912,20,1,1,0,4,1010,1334000
913,20,0,1,0,4,1010,811999
914,20,1,1,0,4,1010,1331000
915,20,0,1,0,4,1010,852000
632,12,1,0,0,1,120000,45000
72,8,1,0,0,3,70000,430000
591,9,1,0,0,1,60000,140000
916,5,1,0,0,0,70000,830000
917,11,1,0,0,1,110000,409999
334,1,1,0,0,3,80000,190000
918,0,0,0,0,1,80000,200000
885,12,0,0,0,1,110000,120000
246,7,1,0,0,0,50000,850000
919,9,1,0,0,2,115000,95000
479,8,0,0,0,0,80000,213000
920,6,1,0,0,0,25000,660000
167,2,0,1,0,0,48965,415000
921,7,0,1,0,4,5166,1100000
474,1,1,1,0,0,76290,650000
922,4,1,0,1,1,70000,969999
923,4,1,0,0,0,35000,1250000
924,2,1,0,1,0,25000,715000
924,2,1,0,1,0,25000,715000
334,4,1,1,0,0,47000,565000
880,8,1,0,0,1,45766,615000
925,0,1,1,0,1,78771,199000
103,10,1,1,0,0,79357,325000
704,1,1,0,0,0,28000,409999
926,1,1,1,1,1,72000,500000
695,9,1,1,0,1,76736,225000
5,0,0,0,0,1,70000,135000
927,1,1,0,1,1,80000,750000
928,11,3,0,0,1,60000,155000
457,1,1,1,0,3,77000,335000
929,14,1,1,0,2,92645,114999
930,0,1,1,0,1,101849,699000
641,16,1,0,0,2,120000,110000
323,1,0,0,0,0,80000,300000
503,3,1,0,0,1,70000,700000
931,2,1,0,0,0,120000,700000
229,8,0,0,0,3,42000,210000
99,1,1,0,0,3,120000,600000
932,1,1,0,0,1,155836,180000
933,9,0,0,0,1,59000,220000
238,11,0,0,0,0,60000,70000
522,6,1,0,0,1,70000,950000
934,3,1,0,0,0,20000,800000
474,1,1,0,0,3,120000,700000
935,4,0,0,0,0,40000,265000
341,9,1,0,0,3,90000,175000
711,1,1,0,0,1,89000,260000
744,8,1,0,0,3,80000,950000
103,11,1,0,0,2,200000,250000
936,5,1,0,0,0,50000,630000
148,1,0,0,0,3,35000,35000
344,8,1,1,0,1,1000,450000
397,6,1,1,1,0,10000,3800000
398,8,1,1,1,0,86000,1580000
399,7,1,1,1,0,30000,4950000
107,4,1,0,0,0,52600,535000
400,1,0,0,0,1,110000,225000
401,2,0,1,1,0,19890,550000
386,4,0,2,0,0,7104,670000
216,5,0,2,0,0,11918,625000
402,2,0,1,1,0,10510,520000
403,4,0,1,0,0,41000,239000
404,2,1,2,1,0,47162,2600000
387,5,1,2,0,0,45974,750000
405,1,0,1,0,0,49824,229999
75,8,1,1,1,0,58500,1300000
406,14,0,1,0,0,56580,80000
407,1,1,1,0,0,52000,385000
388,5,0,2,0,0,55340,760000
95,2,1,2,0,0,46507,600000
937,3,1,0,0,3,200000,330000
39,11,0,0,0,0,120000,150000
465,15,1,0,0,0,90000,105000
938,8,1,0,0,0,65000,185000
939,3,1,0,0,0,50000,260000
161,1,1,0,0,0,33000,450000
667,4,0,0,0,0,38000,500000
432,1,0,0,0,0,40000,260000
341,1,1,0,0,1,55000,265000
578,2,1,0,0,1,26000,800000
675,4,1,0,0,0,80000,869999
205,6,0,0,0,0,40000,690000
940,9,1,0,0,0,120000,825000
5,12,0,0,0,1,63230,160000
941,12,1,0,0,1,120000,300000
237,14,0,0,0,3,100000,100000
125,5,1,0,0,1,77000,530000
942,4,0,0,0,0,30000,360000
671,5,0,0,0,0,40000,220000
229,2,0,0,0,0,35000,178000
943,6,1,0,0,0,5000,515000
944,3,0,0,0,0,35000,300000
465,15,1,0,0,0,90000,105000
938,8,1,0,0,0,65000,185000
56,1,1,0,0,1,80000,150000
939,3,1,0,0,0,50000,260000
161,1,1,0,0,0,33000,450000
667,4,0,0,0,0,38000,500000
432,1,0,0,0,0,40000,260000
341,1,1,0,0,1,55000,265000
945,2,0,0,0,0,15000,750000
578,2,1,0,0,1,26000,800000
675,4,1,0,0,0,80000,869999
946,1,1,0,0,0,80000,950000
205,6,0,0,0,0,40000,690000
940,9,1,0,0,0,120000,825000
115,8,0,0,0,0,70000,170000
5,12,0,0,0,1,63230,160000
941,12,1,0,0,1,120000,300000
303,5,0,0,0,1,45000,315000
147,12,0,0,0,1,40000,90000
237,14,0,0,0,3,100000,100000
483,15,0,0,0,3,110000,65000
318,1,1,0,0,1,90000,312000
947,6,1,0,0,0,25000,700000
128,14,0,0,0,0,47000,150000
872,8,1,0,0,0,60000,450000
948,10,1,0,0,1,120000,229999
362,15,1,0,0,0,120000,111000
161,1,1,0,0,1,140000,250000
949,7,1,1,0,0,1001,750000
950,2,0,1,1,0,1758,774000
950,6,0,1,1,0,1452,711000
951,2,1,1,0,0,35122,600000
95,5,1,1,0,0,92621,455000
625,5,0,1,0,1,92198,225000
95,7,1,0,0,0,5000,650000
141,8,0,0,0,0,50000,200000
451,4,1,0,1,0,74000,875000
952,2,1,0,1,0,40000,750000
924,7,1,0,1,0,22000,725000
39,0,0,0,0,1,100000,100000
790,7,1,0,0,0,40000,1100000
600,2,1,0,1,0,30000,2700000
285,4,0,0,0,0,23000,280000
118,11,1,0,0,0,30000,150000
953,10,0,0,0,0,50000,200000
275,10,1,0,0,1,100000,148000
518,9,0,0,0,1,70000,254999
954,8,0,0,0,1,60000,360000
152,12,0,0,0,1,90000,95000
955,0,1,0,0,1,230000,185000
417,1,1,0,0,0,40000,185000
513,7,0,0,0,0,15000,300000
956,6,0,0,0,0,40000,800000
101,21,0,0,0,0,50000,60000
957,10,0,0,0,1,50000,80000
739,6,0,0,0,0,8000,500000
117,8,0,0,0,0,35000,250000
311,10,1,0,0,0,80000,250000
348,14,0,0,0,1,50000,125000
958,19,0,0,0,2,80000,100000
568,10,1,0,0,0,90000,480000
511,6,0,0,0,1,30000,320000
249,10,0,0,0,1,70000,130000
48,12,1,0,0,1,80000,57000
300,14,0,0,0,0,60000,75000
765,18,0,0,0,0,35000,60000
191,15,0,0,0,0,70000,125000
959,16,0,0,0,3,100000,105000
928,15,3,0,0,1,152000,125000
486,17,0,0,0,1,70000,69000
591,1,1,0,0,1,90000,130000
888,7,0,0,0,0,40000,630000
960,4,0,0,0,1,50000,330000
35,3,0,0,0,1,15000,340000
552,12,0,0,0,3,120000,60000
961,3,1,0,0,0,78322,550000
99,3,1,0,0,1,110000,480000
223,8,1,0,0,1,80000,315000
539,1,1,0,0,0,120000,165000
333,4,0,0,0,0,125000,170000
102,6,0,0,0,0,8000,550000
962,6,0,0,0,0,13000,465000
343,1,1,0,0,3,80000,120000
963,15,0,0,0,0,54309,220000
695,9,1,0,0,1,70000,180000
964,12,0,0,0,3,34600,150000
623,4,0,0,0,0,25000,520000
961,8,1,0,0,3,80000,430000
965,11,1,0,0,1,55000,300000
13,20,1,0,0,0,5000,1000000
750,2,1,0,0,0,30000,725000
966,9,1,0,0,0,31000,500000
479,9,0,0,0,0,50000,250000
95,6,1,0,0,0,38217,700000
967,9,0,0,0,3,50000,185000
275,9,1,0,0,0,120000,200000
641,16,1,0,0,3,110000,315000
790,7,1,0,0,0,40000,1100000
119,23,0,0,0,3,50000,52000
299,2,0,0,0,0,10000,600000
968,7,1,0,0,0,10000,1700000
602,5,1,0,0,0,100000,451000
969,4,0,0,0,0,60000,370000
600,2,1,0,1,0,30000,2700000
285,4,0,0,0,0,23000,280000
35,2,0,0,0,0,30000,350000
970,9,0,0,0,0,50000,250000
229,3,0,0,0,1,25000,204999
971,7,0,0,0,0,15000,500000
118,11,1,0,0,0,30000,150000
116,10,0,0,0,1,45000,175000
116,11,0,0,0,1,44800,170000
953,10,0,0,0,0,50000,200000
758,6,1,0,0,0,52000,800000
532,2,1,0,1,0,50000,1200000
972,15,0,0,0,1,35000,400000
275,10,1,0,0,1,100000,148000
973,3,1,0,0,0,100000,200000
95,4,1,0,0,1,40000,284000
974,0,0,0,0,3,60000,80000
682,3,0,0,0,0,77000,170000
449,9,0,0,0,0,60000,150000
821,10,0,0,0,1,77073,110000
261,4,1,0,0,0,70000,400000
424,8,3,0,0,1,90000,275000
25,8,1,0,0,3,186000,800000
568,3,1,0,0,0,90000,550000
5,0,0,0,0,1,100000,125000
141,10,0,0,0,1,80000,135000
97,1,1,0,0,0,150000,349000
142,3,1,0,0,0,80000,458000
150,6,0,0,0,0,35000,300000
39,15,0,0,0,0,70000,95000
387,6,1,0,0,0,50000,850000
889,7,1,0,0,0,25000,750000
284,8,1,0,0,0,120000,190000
1,11,0,0,0,0,70000,150000
975,11,0,0,0,3,106000,114999
976,10,0,0,0,3,120000,320000
977,7,2,0,0,0,120000,300000
978,4,0,0,0,0,160000,275000
979,10,0,0,0,1,120000,140000
980,20,0,0,0,0,10000,830000
981,8,0,0,0,0,50000,380000
906,10,0,0,0,1,90000,150000
116,15,0,0,0,0,70000,50000
232,15,1,0,0,0,100000,155000
232,15,1,0,0,0,100000,155000
982,10,0,0,0,0,80000,300000
229,6,0,1,0,0,16584,300000
983,4,1,1,0,0,38000,385000
133,10,0,1,0,0,51000,221000
984,4,1,1,0,0,38000,381000
229,5,0,1,0,0,35000,250999
985,19,0,0,0,3,120000,60000
984,4,1,1,0,0,38000,380000
368,15,1,0,0,3,144000,180000
855,2,1,1,0,0,64000,751000
986,5,1,1,1,0,60000,1250000
508,3,0,1,0,0,65000,229999
961,7,1,0,0,0,24000,1250000
987,3,1,1,0,1,58000,782000
988,3,1,1,0,1,58000,780000
229,4,0,1,0,0,68000,245000
816,9,1,1,0,0,81257,321000
899,2,1,1,0,0,44000,509999
715,5,0,1,0,0,45000,110000
457,8,1,1,0,0,75000,400000
422,8,0,0,0,0,90000,370000
989,0,1,0,0,1,80000,175000
990,17,0,0,1,1,35000,1000000
229,8,0,0,0,1,25000,92800
601,3,1,0,0,0,90000,291000
229,8,0,0,0,1,25000,92800
223,8,1,0,0,3,110000,335000
991,8,0,0,0,0,35000,170000
229,7,0,0,0,0,10000,295000
513,7,0,0,0,0,10000,375000
117,1,0,0,0,1,70000,215000
992,11,1,0,0,1,110000,150000
905,18,0,0,0,1,5000,60000
152,12,0,0,0,3,120000,52000
183,11,3,0,0,1,90000,80000
152,1,0,0,0,1,70000,140000
184,15,0,0,0,1,90000,120000
206,12,1,0,0,3,120000,110000
993,1,1,0,0,2,110000,280000
357,4,1,0,0,1,50000,450000
994,6,1,0,0,0,58000,1150000
995,6,1,0,0,0,15000,650000
521,5,0,0,0,1,60000,300000
996,5,0,0,0,0,57000,73000
142,5,1,0,0,3,87000,400000
286,2,0,0,0,0,70000,300000
997,1,0,0,1,1,30000,300000
95,1,1,0,0,0,80000,450000
37,11,0,0,0,1,100000,200000
422,7,0,0,0,0,40000,580000
38,2,0,0,0,0,3917,550000
998,0,1,0,0,1,160000,190000
999,2,1,0,0,0,35000,450000
116,3,0,0,0,0,70000,220000
93,1,0,1,0,0,69069,310000
1000,7,0,0,0,0,13500,650000
498,3,0,1,0,0,59059,300000
449,8,0,0,0,0,70000,200000
68,1,0,1,0,0,39039,285000
1001,3,0,1,0,0,33033,335000
1002,9,0,0,0,1,55168,370000
164,8,0,1,0,0,41041,375000
405,11,0,1,0,0,67067,235000
564,8,0,1,1,0,66066,345000
130,8,1,1,0,0,82082,365000
269,3,0,0,0,0,48000,400000
319,5,0,0,0,0,30000,250000
926,1,1,1,1,0,70070,465000
91,2,0,0,0,0,10000,300000
1003,6,0,0,0,0,25000,655000
647,4,2,0,0,1,30000,350000
564,5,0,1,1,0,50000,500000
472,5,0,1,1,0,63063,465000
1004,15,1,0,0,0,70000,263000
204,1,0,0,0,0,90000,250000
1005,22,0,0,0,2,90000,60000
1006,14,0,0,0,3,90000,70000
868,4,0,0,0,0,30000,250000
49,4,0,0,0,0,80000,229999
413,9,1,0,0,0,120000,195000
870,4,0,0,0,0,22000,270000
750,2,1,0,0,0,140000,650000
125,3,1,0,0,1,80000,370000
886,4,1,0,0,0,40000,509999
293,9,0,0,0,0,33000,280000
249,10,0,0,0,0,40000,180000
286,6,0,0,0,0,10500,300000
551,8,1,0,0,0,107000,400000
61,10,0,0,0,1,60000,210000
552,12,0,0,0,1,120000,90000
479,10,0,0,0,0,70000,222000
229,5,0,0,0,1,50000,240000
267,8,1,0,0,1,70000,450000
1007,2,0,0,0,0,6000,650000
901,10,1,1,0,1,78000,200000
901,9,1,1,0,3,72000,210000
673,9,0,1,0,0,9528,75000
509,9,1,1,0,0,135200,450000
164,9,0,1,0,1,58000,220000
180,8,1,1,0,1,78000,325000
521,6,0,0,0,0,45000,450000
113,2,1,0,0,0,35000,825000
894,0,0,1,0,3,76000,125000
823,5,1,0,0,3,100000,434999
282,9,1,0,0,1,99000,484999
275,11,1,0,0,3,80000,175000
851,12,0,0,0,3,120000,220000
1008,20,0,1,0,0,1100,1250000
325,2,0,1,0,0,34000,215000
175,3,1,1,0,0,68000,625000
58,6,1,0,0,0,15000,615000
273,1,1,1,0,0,58000,130000
1009,8,1,0,0,0,50300,175000
139,9,1,0,0,1,70000,150000
197,9,1,0,0,3,60000,195000
1010,20,1,0,0,0,90000,550000
1011,6,1,0,0,0,40000,1500000
982,10,0,0,0,1,80000,400000
1012,7,1,0,0,0,15000,1350000
671,5,0,0,0,0,45000,217000
142,9,1,0,0,1,130000,290000
86,6,1,0,0,0,80000,700000
1013,3,0,0,0,0,40000,175000
1014,2,1,0,0,0,80000,575000
369,4,1,0,0,1,100000,380000
636,8,1,0,0,1,151624,350000
72,1,1,0,0,0,160000,450000
1015,14,2,0,0,1,110000,130000
142,5,1,0,0,0,74820,320000
175,3,1,0,0,0,82000,550000
35,5,0,0,0,1,50000,370000
141,10,0,0,0,1,70000,114999
1016,20,0,0,0,0,1000,1100000
1017,12,1,0,0,0,170000,170000
1018,15,1,0,0,3,150000,80000
58,7,1,0,0,0,17000,950000
95,3,1,0,0,0,150000,425000
734,5,1,0,0,0,80000,500000
552,14,0,0,0,3,170000,70000
644,8,1,0,0,0,120000,349000
164,1,0,0,0,3,90000,330000
37,10,0,0,0,3,90000,120000
223,8,1,0,0,1,100000,430000
142,3,1,0,0,0,90000,390000
1019,1,1,0,0,0,129000,225000
231,10,1,0,1,1,186000,350000
1020,11,1,0,0,0,66778,100000
117,3,0,0,0,0,50000,190000
42,3,1,0,0,1,110000,315000
208,5,1,0,0,1,60000,300000
91,4,0,0,0,0,40000,280000
381,2,1,1,0,0,55000,1650000
117,5,0,1,0,1,21000,295000
382,1,0,1,1,1,66363,2050000
383,6,0,1,1,0,11700,1475000
384,2,0,0,1,0,10000,1100000
385,3,1,0,1,1,100000,4400000
386,4,0,2,0,0,7104,670000
387,5,1,2,0,0,45974,750000
388,5,0,2,0,0,55340,760000
389,2,0,1,1,1,20000,850000
390,5,1,2,0,0,61585,390000
391,4,0,2,1,1,39415,450000
392,3,0,2,0,0,29654,425000
260,4,1,2,0,0,64672,770000
393,5,1,2,1,1,54634,1150000
394,5,0,2,0,0,66521,775000
757,7,0,0,1,0,3000,720000
395,6,1,1,1,1,23974,1725000
234,6,0,0,0,0,10000,539000
1021,2,0,0,0,0,50000,420000
717,23,0,0,0,3,70000,85000
1022,16,0,0,0,2,73000,142000
547,3,0,0,0,1,76000,180000
1023,3,1,0,0,1,120000,400000
1024,11,1,0,1,3,170000,360000
144,18,0,0,0,1,110000,85000
520,4,0,0,0,0,63400,350000
1025,5,0,0,0,0,25000,380000
192,11,0,0,0,3,80000,140000
35,1,0,0,0,0,90000,200000
1026,9,0,0,0,0,157000,150000
56,1,1,0,0,1,80000,150000
147,12,0,0,0,1,40000,90000
606,0,1,0,0,1,100000,300000
91,2,0,0,0,0,50000,280000
432,9,0,0,0,0,40000,200000
1027,11,0,0,0,1,38500,110000
405,15,0,0,0,1,103921,140000
589,20,1,0,0,0,10000,1050000
864,6,0,1,0,0,14825,1150000
1028,4,1,1,0,0,43377,910000
160,10,1,1,0,0,102307,160000
101,16,0,0,0,1,79000,105000
608,3,1,0,1,3,135000,1200000
286,6,0,0,0,0,10500,300000
133,16,0,0,0,2,90000,70000
100,1,1,0,0,0,110000,160000
198,1,1,0,0,0,50000,160000
1029,8,1,0,0,0,80000,225000
609,6,1,1,0,0,19571,790000
1030,19,0,0,0,0,100000,145000
610,6,0,1,0,0,29600,1200000
113,6,1,0,0,0,20000,930000
547,4,0,0,0,0,30000,210000
1031,15,1,0,0,3,154000,110000
485,9,0,0,0,0,70000,175000
611,6,1,0,1,0,15000,950000
1032,2,1,0,0,0,40000,650000
422,7,0,0,0,0,51000,550000
5,15,0,0,0,1,120000,85000
612,7,0,0,0,0,50000,340000
613,2,1,0,0,0,13500,825000
1033,4,0,0,0,0,35000,509999
344,8,1,1,0,1,1000,450000
397,6,1,1,1,0,10000,3800000
398,8,1,1,1,0,86000,1580000
399,7,1,1,1,0,30000,4950000
107,4,1,0,0,0,52600,535000
400,1,0,0,0,1,110000,225000
401,2,0,1,1,0,19890,550000
386,4,0,2,0,0,7104,670000
216,5,0,2,0,0,11918,625000
402,2,0,1,1,0,10510,520000
403,4,0,1,0,0,41000,239000
404,2,1,2,1,0,47162,2600000
387,5,1,2,0,0,45974,750000
405,1,0,1,0,0,49824,229999
75,8,1,1,1,0,58500,1300000
406,14,0,1,0,0,56580,80000
407,1,1,1,0,0,52000,385000
388,5,0,2,0,0,55340,760000
95,2,1,2,0,0,46507,600000
344,8,1,1,0,1,1000,450000
397,6,1,1,1,0,10000,3800000
398,8,1,1,1,0,86000,1580000
399,7,1,1,1,0,30000,4950000
107,4,1,0,0,0,52600,535000
400,1,0,0,0,1,110000,225000
401,2,0,1,1,0,19890,550000
386,4,0,2,0,0,7104,670000
216,5,0,2,0,0,11918,625000
402,2,0,1,1,0,10510,520000
403,4,0,1,0,0,41000,239000
404,2,1,2,1,0,47162,2600000
387,5,1,2,0,0,45974,750000
405,1,0,1,0,0,49824,229999
75,8,1,1,1,0,58500,1300000
406,14,0,1,0,0,56580,80000
407,1,1,1,0,0,52000,385000
388,5,0,2,0,0,55340,760000
95,2,1,2,0,0,46507,600000
260,2,1,0,0,0,70000,650000
116,9,0,0,0,1,60000,140000
39,9,0,0,0,0,70000,150000
1034,6,0,0,0,1,10000,450000
573,12,1,0,0,2,245244,170000
286,2,0,0,0,0,60000,400000
1035,4,0,0,0,0,30000,300000
1013,1,0,0,0,0,8000,250000
541,7,0,0,0,0,10000,500000
573,19,1,0,0,3,100000,85000
1036,1,1,0,0,0,110000,300000
406,14,0,1,0,0,56580,80000
1037,5,1,1,1,0,45000,740000
144,14,0,1,0,0,68500,70000
1038,7,0,1,1,0,5007,484999
1039,8,0,0,0,0,30000,164000
434,15,0,0,1,0,70000,140000
1040,9,1,1,1,0,49600,999000
905,14,0,0,0,1,23000,56000
85,12,1,1,1,0,30000,1050000
866,10,0,1,0,0,38000,190000
1041,6,1,1,1,0,22000,3899000
61,9,0,1,0,0,43100,235000
1042,2,0,1,0,0,10171,350000
236,5,1,1,0,0,41123,465000
1043,2,0,1,1,0,20118,1900000
484,3,1,1,0,0,40000,450000
1044,5,1,1,0,0,52517,790000
1045,7,1,0,0,0,20000,900000
1046,3,1,1,0,0,99117,450000
116,11,0,0,0,0,90000,135000
1047,7,0,0,0,0,3700,425000
331,10,1,0,0,0,80000,100000
361,5,1,0,0,1,100000,650000
109,9,1,0,0,0,54000,90000
117,2,0,0,0,0,19000,250000
